x,y,z
842.77,129.9,992.35
639.83,770.24,848.38
664.68,707.77,909.78
550.4,856.35,830.01
672.67,423.61,917.16
720.5,171.5,544.14
745.21,529.32,323.08
631.97,552.37,738.09
518.69,635.41,850.92
208.68,109.32,16.52
161.63,644.57,243.92
32.48,984.77,130.67
682.72,317.81,763.67
125.7,758.62,959.3
13.6,725.17,710.69
477.1,766.46,810.69
84.26,793.28,646.68
134.76,771.43,900.78
649.56,149.22,238.6
947.66,707.24,411.19
598.7,159.45,67.55
216.01,410.95,59.12
939.02,785.31,597.63
594.74,6.57,34.16
213.66,792.5,109.05
452.68,224.18,74.56
389.7,320.24,235.25
516.92,545.28,932.02
91.38,655.47,932.25
769.0,415.35,915.01
68.33,743.48,226.38
167.02,632.69,706.52
554.98,75.4,48.39
18.72,626.09,141.88
32.48,194.3,546.49
142.16,430.09,245.86
830.51,591.02,242.15
868.26,213.61,681.62
84.38,188.4,676.42
903.65,221.83,120.59
104.76,845.85,770.84
490.15,29.8,441.5
842.09,249.31,467.39
459.82,329.96,566.31
770.58,898.02,767.04
770.2,463.44,234.19
830.82,541.22,862.86
10.53,192.74,521.1
407.07,639.14,201.65
687.1,734.81,771.81
202.2,135.84,457.13
655.27,575.26,486.63
392.13,77.67,700.37
849.53,53.72,594.85
537.29,323.66,40.23
289.82,28.39,105.79
613.81,428.39,886.31
774.65,432.89,164.25
196.07,668.96,802.9
245.27,526.31,255.01
659.03,735.33,760.19
176.81,245.32,458.5
570.86,368.45,788.22
667.07,347.33,550.31
771.1,692.46,149.82
239.39,960.5,702.68
288.96,278.11,673.0
602.1,238.74,659.71
785.09,300.65,637.13
776.23,51.8,752.34
911.68,930.37,697.33
552.81,633.35,850.06
790.29,393.62,965.56
424.3,562.2,242.16
808.31,2.21,909.81
741.65,822.15,463.29
480.6,229.42,289.87
198.62,76.64,842.9
596.57,436.42,266.79
933.55,132.29,695.35
333.83,687.86,198.09
410.52,850.67,201.82
755.4,870.55,394.12
25.64,935.25,495.66
275.0,873.14,315.24
271.64,975.4,415.64
754.28,507.17,586.93
793.36,198.39,945.1
272.73,233.82,639.75
938.73,33.85,935.4
332.04,250.47,219.5
580.66,718.17,878.22
220.88,198.43,871.69
623.25,580.49,208.57
318.44,42.56,410.56
526.47,267.87,802.91
595.31,833.18,518.66
170.05,679.33,7.25
839.47,607.72,989.47
759.79,933.19,791.97
377.12,739.95,599.45
164.55,718.02,294.13
37.33,22.17,979.25
423.4,156.99,787.35
162.31,979.57,263.0
692.19,136.86,374.22
226.71,144.0,108.13
849.37,259.57,834.01
579.12,331.91,648.19
120.26,62.61,986.45
484.43,228.68,404.78
374.37,279.06,666.31
799.55,823.41,267.63
790.18,826.81,404.17
140.72,523.06,260.67
839.16,117.74,609.09
36.83,3.28,41.28
632.42,787.73,317.7
174.34,691.75,644.49
949.38,450.68,762.25
640.28,780.01,883.83
477.66,429.54,348.58
542.14,437.21,146.33
183.01,388.16,415.08
384.29,577.9,390.03
631.27,389.54,978.76
23.24,188.14,236.35
733.15,656.78,689.14
133.92,106.72,52.01
601.46,659.97,138.06
916.7,905.4,299.53
981.7,684.39,530.61
323.53,102.05,34.14
169.83,329.67,624.99
685.27,903.42,171.95
601.67,343.8,99.29
971.59,77.57,779.43
351.89,800.68,583.92
643.6,317.16,91.0
65.11,650.23,708.71
107.39,485.72,771.83
8.85,168.12,752.4
990.76,68.1,763.35
929.47,321.88,826.82
370.68,421.89,285.14
327.74,512.96,989.78
615.99,696.77,532.87
14.49,915.48,360.26
299.27,248.05,233.14
394.33,905.91,859.28
836.83,440.82,723.4
440.83,479.16,456.25
715.54,950.44,662.64
425.14,496.08,29.23
608.94,557.41,523.12
578.16,730.34,135.92
964.27,783.87,814.26
287.42,983.17,747.91
923.15,970.1,770.57
412.52,776.87,772.8
608.0,628.42,132.99
378.41,894.4,513.91
373.55,244.16,32.43
229.53,0.09,106.56
782.56,441.51,138.29
724.77,530.46,526.28
714.71,82.89,7.78
25.83,90.05,593.09
788.62,769.0,164.38
570.85,676.29,12.21
587.77,433.84,679.3
250.87,460.85,506.44
284.6,914.26,161.11
822.27,714.6,374.55
997.56,290.18,947.79
530.48,254.7,798.79
73.91,544.75,785.97
644.53,585.45,333.79
274.9,591.82,622.62
320.58,548.66,181.34
770.67,150.85,2.4
273.89,40.36,342.31
196.23,512.37,957.83
623.8,634.11,294.97
220.48,486.26,754.02
405.22,383.87,505.45
967.93,401.83,815.6
835.52,980.74,456.97
872.2,445.98,374.94
631.51,157.11,475.22
358.04,197.1,336.8
91.85,759.35,779.7
769.67,675.32,986.62
882.63,456.86,558.07
528.8,579.41,920.82
707.21,213.53,863.82
991.12,185.69,229.32
421.62,822.65,920.22
862.51,201.0,483.73
211.51,799.86,366.13
853.64,54.81,302.07
116.09,29.84,647.9
793.63,211.24,593.4
131.64,292.77,34.07
165.97,229.33,856.85
807.74,37.3,584.25
114.36,14.38,531.53
69.56,358.6,177.4
702.19,768.48,439.24
208.13,841.84,678.12
537.19,23.59,615.37
453.0,414.57,686.67
138.91,51.99,581.82
65.27,663.8,590.32
788.15,365.22,927.96
439.8,665.24,222.52
813.72,263.99,212.16
877.83,673.95,68.46
873.73,370.23,754.56
752.7,912.83,848.99
532.24,513.84,251.82
102.64,803.12,570.42
970.03,239.69,127.09
536.99,720.68,484.77
145.09,510.93,548.24
792.35,798.08,186.38
898.15,130.64,359.81
51.07,244.7,67.58
850.96,756.15,828.93
324.98,606.17,677.12
500.98,937.51,940.56
568.03,42.31,235.72
218.84,975.8,28.8
716.24,215.56,628.71
172.62,544.66,974.88
90.88,794.34,306.25
684.67,325.06,548.49
575.7,664.18,376.93
202.88,369.13,758.04
987.49,473.45,970.46
237.73,151.37,4.38
242.2,885.75,141.42
474.45,581.81,180.43
534.35,976.02,830.41
986.96,641.95,1.19
530.97,10.22,657.81
385.6,26.42,373.3
252.67,835.04,945.97
913.17,785.4,802.37
806.28,298.14,60.38
174.73,395.5,670.54
387.69,915.0,350.85
451.11,364.2,147.32
363.59,343.4,314.89
299.7,957.9,898.22
632.14,56.64,717.66
636.91,226.91,433.05
232.0,149.48,396.98
575.49,104.78,781.18
174.9,642.22,292.69
634.41,568.65,899.35
353.89,492.52,547.17
191.18,429.99,778.38
388.22,412.81,293.59
653.63,409.31,186.93
646.94,670.2,34.13
531.57,430.41,226.74
420.86,127.2,528.09
248.42,37.95,762.3
430.64,955.44,853.53
582.41,649.61,1.36
764.81,427.42,542.28
613.74,311.07,657.05
321.36,133.27,77.62
759.61,812.2,118.53
643.56,857.94,863.93
994.66,380.21,36.93
504.06,189.29,662.01
580.3,523.3,262.06
346.37,955.26,373.47
8.12,662.15,609.83
323.72,450.33,4.34
654.88,518.96,100.65
754.82,767.27,716.58
432.88,267.83,164.64
922.83,453.82,749.25
108.9,391.44,864.56
254.05,157.14,694.45
418.91,103.0,51.68
917.23,832.2,173.04
631.08,534.48,83.98
547.12,457.32,380.74
702.03,656.35,322.64
89.47,4.68,139.41
644.33,899.56,611.03
994.12,654.61,181.37
826.55,47.82,884.39
848.04,244.26,614.56
372.36,985.38,887.78
317.3,784.91,18.53
925.81,370.37,85.54
71.17,850.12,142.29
948.6,661.14,440.55
765.55,511.28,547.33
919.12,205.5,996.87
501.02,919.22,840.95
13.19,756.2,347.52
823.01,984.14,958.52
415.94,701.16,743.53
801.02,758.67,952.79
903.22,830.47,917.13
5.23,350.3,808.03
671.33,368.79,78.56
481.22,208.0,855.53
222.27,106.69,748.07
23.45,431.4,123.96
499.95,871.9,334.45
930.57,685.46,394.44
262.88,710.8,567.32
651.39,590.39,655.17
921.42,872.49,378.45
589.12,873.38,30.81
735.77,638.83,405.8
898.07,960.55,443.7
337.58,352.77,86.07
849.49,958.51,130.64
561.85,708.2,639.35
557.14,63.72,228.28
537.01,627.02,685.78
283.44,495.8,313.1
165.96,512.22,270.74
253.62,388.83,682.23
21.51,627.2,889.83
35.77,909.84,747.69
684.15,206.16,657.68
665.62,90.95,376.88
549.49,443.12,867.18
169.18,335.74,723.04
316.68,582.23,463.16
902.02,989.96,698.02
64.3,151.47,482.9
429.53,445.04,798.57
661.56,459.06,864.59
460.82,789.58,122.3
411.93,256.38,464.99
183.14,473.86,725.5
116.61,585.21,441.42
947.39,58.75,506.56
843.41,202.7,60.01
264.89,738.29,513.9
310.55,58.92,727.68
465.22,31.76,578.9
33.68,619.6,831.72
653.18,55.25,513.78
112.69,629.73,251.87
585.92,243.16,569.26
487.58,982.11,794.91
791.09,293.1,422.65
804.62,613.66,582.65
315.9,473.62,528.13
905.87,17.22,829.85
37.79,418.0,405.52
338.72,949.27,387.86
451.45,807.64,637.62
282.61,528.47,166.06
118.77,662.95,79.91
312.86,231.01,93.17
425.91,293.14,0.48
429.57,748.88,830.02
722.91,895.43,880.23
131.31,518.85,372.13
452.89,486.02,871.25
203.88,861.88,891.92
308.35,143.62,264.16
802.44,108.66,288.8
64.44,477.19,518.39
612.13,656.46,505.64
954.15,881.01,826.61
867.53,71.09,76.65
981.95,610.66,240.23
642.28,297.52,383.81
368.27,308.99,262.15
757.12,927.48,604.07
540.03,461.07,428.04
571.05,25.91,286.93
36.17,218.46,165.15
175.32,250.76,962.29
987.54,311.67,618.06
443.93,454.37,477.85
232.54,282.77,837.01
553.07,209.49,297.2
967.12,850.02,936.57
539.67,827.41,267.94
22.78,110.04,964.63
919.32,531.4,905.46
979.12,690.65,799.97
180.2,934.43,487.27
28.08,718.89,872.44
665.6,94.68,594.97
67.06,403.23,78.82
379.97,604.15,131.62
331.84,464.72,380.39
728.46,986.56,478.85
636.63,670.66,681.24
242.42,170.66,410.98
358.43,695.7,457.16
794.95,78.45,855.11
325.42,261.49,127.2
352.55,310.97,274.75
794.54,980.3,41.17
263.96,502.02,878.58
135.41,287.29,715.04
479.77,942.07,622.11
524.35,78.28,822.14
985.77,343.68,656.63
97.83,161.59,665.85
564.19,344.29,207.49
243.99,533.18,29.47
25.11,780.45,803.6
917.9,363.19,918.59
7.82,17.19,385.62
495.49,108.16,754.12
695.17,280.61,374.66
650.5,894.41,236.19
287.56,96.85,754.37
129.94,306.43,407.84
282.15,78.12,447.67
288.54,990.8,692.6
97.43,198.46,264.49
659.34,62.44,25.83
45.19,687.44,907.28
834.25,304.14,533.8
885.1,375.7,588.77
682.37,218.97,761.0
696.27,587.09,846.69
28.31,77.47,739.74
981.28,733.99,198.51
524.85,72.45,156.31
225.73,561.56,617.34
80.95,489.6,500.28
149.19,895.29,834.71
35.75,782.67,562.31
112.48,122.07,945.76
299.86,4.88,541.08
797.35,855.08,827.8
302.22,552.22,267.29
139.55,507.64,111.58
443.44,83.16,518.15
497.88,291.07,85.0
282.9,1.0,446.85
925.6,269.16,653.73
665.78,235.91,655.63
464.95,671.07,735.15
673.22,126.53,367.22
616.23,271.38,816.25
173.31,685.85,208.95
611.99,512.76,459.25
95.57,296.44,662.59
274.62,108.36,227.16
541.69,844.61,452.77
699.29,635.52,276.18
872.9,798.91,382.19
434.35,84.69,551.26
679.74,477.64,94.33
715.49,496.75,866.54
298.62,816.75,721.48
94.03,473.61,47.81
227.1,283.25,160.08
584.91,245.48,930.4
192.39,232.17,932.17
9.45,929.08,519.22
601.09,794.98,439.49
461.38,45.53,96.12
758.37,303.14,380.64
614.01,310.29,841.66
745.46,680.57,209.86
231.1,776.18,924.64
909.46,617.47,976.99
708.17,990.53,397.4
593.14,458.32,946.63
561.5,341.26,593.91
832.62,643.68,265.51
32.28,200.14,865.43
629.71,817.13,594.18
934.66,550.98,573.22
935.08,750.63,275.36
472.59,597.47,147.67
456.16,311.87,700.74
816.24,586.4,87.34
225.79,112.86,253.9
496.76,993.09,931.7
378.95,903.66,4.23
708.44,939.09,192.28
76.92,272.8,992.95
527.71,271.17,158.03
600.18,541.43,977.66
927.22,945.65,47.94
728.89,611.96,525.02
762.64,27.34,309.47
723.47,540.61,805.38
728.47,427.86,640.15
909.46,605.94,148.38
186.98,711.77,628.31
186.34,757.11,541.01
660.42,416.97,632.08
110.48,411.37,486.08
433.3,575.43,919.67
709.63,174.94,420.18
665.89,78.45,375.94
723.22,884.43,657.22
618.78,597.59,354.16
651.83,308.56,161.27
101.35,61.41,893.94
658.91,672.09,78.9
319.32,610.44,419.54
665.15,823.97,344.21
796.37,851.14,918.55
946.83,277.6,522.56
789.93,970.52,932.77
751.31,845.37,494.76
570.58,820.48,753.34
183.7,781.53,897.11
953.01,568.29,538.33
407.42,6.44,424.35
834.38,160.0,888.38
518.47,678.38,873.5
726.18,299.82,174.39
900.15,203.83,487.45
552.77,31.93,916.3
398.56,301.83,283.51
937.4,462.05,507.31
162.81,877.99,144.87
191.64,11.71,126.04
559.42,451.15,448.29
669.16,721.08,101.69
828.36,892.49,64.59
170.77,465.36,677.67
479.8,755.26,121.61
422.63,588.61,249.05
990.09,690.67,211.52
927.07,815.86,627.99
970.69,323.21,477.28
580.85,330.0,993.14
116.85,134.61,123.15
447.08,370.61,679.24
714.66,481.71,422.73
590.08,93.65,625.05
143.57,828.47,433.21
208.13,421.62,821.15
563.96,510.22,116.6
147.46,168.13,929.93
237.16,321.55,170.87
686.18,972.88,595.75
324.09,120.28,140.35
237.62,878.64,649.93
710.4,787.66,312.7
301.2,462.39,144.17
559.64,204.46,388.48
823.52,698.93,246.52
908.63,613.11,977.23
518.49,895.96,859.28
60.96,186.72,53.18
702.04,698.82,525.97
995.78,976.97,238.26
853.94,281.32,779.7
152.62,602.49,701.13
646.56,182.35,479.92
712.08,958.98,898.99
254.59,508.55,225.22
873.34,198.53,313.75
939.27,532.84,780.49
697.38,655.38,588.39
815.21,709.49,177.72
568.98,120.47,77.05
896.06,571.9,517.06
456.4,452.57,526.78
280.78,632.94,467.71
529.57,437.69,880.85
486.51,905.1,376.72
663.48,578.82,329.88
571.91,184.49,254.76
937.58,133.81,79.91
360.63,629.29,824.45
777.91,684.46,533.06
810.41,389.12,7.46
940.19,839.43,251.84
211.13,735.11,979.3
986.7,626.71,926.86
752.17,61.96,537.66
75.5,296.55,403.7
784.14,439.81,486.82
107.55,16.86,494.97
795.06,1.38,790.3
376.47,893.53,781.1
6.4,888.87,318.85
779.09,692.86,876.62
317.66,778.82,976.95
741.47,367.52,377.27
146.6,365.16,880.55
292.77,552.52,644.48
3.02,148.04,933.11
600.65,841.66,273.94
290.63,714.0,323.77
15.55,133.77,219.51
426.12,260.23,740.7
619.03,546.2,944.64
712.99,487.05,951.56
207.46,667.14,263.65
382.79,446.77,481.79
873.3,958.89,665.28
935.63,369.99,980.56
964.36,961.33,773.78
451.91,459.94,555.47
394.09,631.39,311.02
404.52,996.63,917.25
578.21,112.79,110.67
365.39,94.59,941.62
59.56,440.35,765.6
252.72,63.29,8.33
946.05,707.05,870.93
639.78,987.92,377.37
795.31,893.07,196.57
879.37,935.58,237.23
75.31,86.62,518.18
565.84,952.32,438.62
965.33,392.67,584.58
835.93,229.04,754.27
373.63,68.13,471.32
519.29,798.22,575.43
808.2,664.99,811.74
185.0,780.85,232.85
196.46,950.51,752.5
936.26,766.62,572.77
209.31,591.47,236.87
935.79,687.22,786.61
571.54,743.42,969.47
296.74,496.99,404.67
354.18,260.35,919.5
250.87,87.17,175.43
743.12,205.14,546.91
471.95,264.55,199.23
781.09,306.29,566.66
639.96,458.15,986.12
245.24,282.96,69.81
125.53,716.85,829.26
851.59,857.21,893.27
302.9,785.44,230.82
109.56,704.74,807.61
722.86,111.58,321.99
689.21,216.09,245.51
169.33,642.73,101.65
535.31,60.09,943.0
680.1,889.54,857.44
27.45,85.41,765.16
420.1,631.2,783.72
40.86,530.67,94.39
69.92,21.89,670.2
786.9,675.67,5.73
951.13,792.09,269.46
860.92,634.2,614.38
301.09,531.43,15.32
637.98,360.42,835.94
391.52,469.19,554.41
613.51,963.93,224.89
302.58,729.45,77.63
886.58,787.84,322.33
361.37,23.55,137.96
630.75,441.89,837.53
309.98,769.18,259.45
322.1,352.02,201.01
918.9,864.2,392.11
34.54,393.09,676.14
674.43,235.76,365.08
780.51,784.95,515.18
328.91,12.4,753.84
803.6,41.01,599.12
502.82,320.48,149.06
154.5,928.35,555.7
730.68,573.76,94.91
314.23,605.64,599.36
895.4,872.84,710.12
650.06,880.58,682.1
342.68,641.99,821.32
182.57,181.12,57.55
33.74,292.19,146.0
652.7,693.63,235.69
508.15,830.67,20.24
465.06,157.49,382.2
157.91,186.46,397.56
580.35,196.89,339.89
732.32,766.79,220.26
18.85,27.03,488.16
902.36,127.01,445.24
134.68,874.22,883.31
301.39,867.23,285.55
300.69,724.2,948.76
188.28,44.16,371.22
911.58,935.57,332.1
14.85,518.43,326.55
259.26,770.24,522.61
938.3,919.09,337.33
609.3,577.62,169.08
600.29,715.87,705.96
768.33,315.05,699.43
30.09,542.83,347.9
874.44,686.7,721.53
883.89,1.59,762.65
587.3,732.74,304.94
445.56,666.05,196.33
395.18,412.11,845.7
790.89,14.57,795.71
108.28,364.48,86.4
195.3,91.01,408.42
42.09,634.32,11.27
590.17,816.47,111.91
661.25,484.15,82.4
723.26,470.82,89.97
755.02,896.16,551.34
200.31,724.56,717.52
989.37,141.75,456.07
738.72,343.15,579.8
38.31,252.64,439.38
569.54,879.3,454.62
385.83,483.28,866.81
599.99,93.2,267.51
172.38,330.22,105.89
380.73,276.0,958.27
324.96,367.35,300.19
823.99,849.29,239.0
205.42,830.4,995.6
340.74,490.36,215.13
464.22,921.24,336.09
928.2,121.13,56.01
376.95,355.55,987.73
319.25,324.84,457.66
490.02,2.16,872.35
373.22,982.55,217.9
842.53,995.49,719.1
895.0,190.2,127.53
243.78,107.61,912.64
37.03,845.14,693.76
227.23,35.18,56.61
218.26,741.33,66.31
262.27,513.28,501.41
537.72,926.0,888.23
317.01,729.73,173.03
215.36,381.8,915.64
736.46,944.15,452.7
757.97,467.09,893.38
237.11,274.89,49.0
254.59,605.23,429.08
232.98,568.47,952.72
166.34,561.71,470.83
32.12,997.84,74.15
32.52,869.07,613.54
237.36,717.42,822.9
427.89,366.52,101.49
157.08,910.48,375.67
985.68,620.65,511.19
483.26,252.32,82.74
959.69,239.81,633.1
58.28,418.58,833.13
609.98,199.09,245.81
604.38,718.85,20.0
165.67,719.36,629.25
69.3,34.75,274.62
646.76,774.58,246.01
115.56,172.44,246.51
532.44,559.12,784.24
71.0,816.52,505.9
624.97,791.89,421.0
456.69,925.4,342.04
626.93,141.49,390.94
235.37,708.88,365.92
565.64,567.97,996.03
571.09,325.96,636.66
55.3,130.49,633.79
547.18,659.41,992.13
85.12,488.43,370.07
582.36,404.96,112.42
387.47,664.13,451.67
21.96,60.52,665.22
454.26,469.45,6.98
611.94,833.67,470.3
899.95,673.98,331.59
349.33,691.42,432.14
141.64,717.67,343.85
408.4,433.26,751.88
468.8,441.35,899.63
552.46,126.22,423.08
547.01,542.66,670.03
331.46,242.9,894.96
372.36,833.51,495.72
182.9,582.38,766.49
533.29,22.37,960.98
909.85,307.24,25.43
8.62,130.0,459.39
450.73,431.43,168.79
686.97,951.1,700.42
275.95,120.56,407.71
52.77,658.33,554.54
652.13,464.36,439.85
69.33,604.55,808.21
65.95,925.94,291.15
421.0,271.52,658.57
599.83,714.28,654.91
984.54,87.11,800.3
271.58,277.74,632.45
917.34,851.11,109.01
239.27,618.07,431.39
610.42,167.44,737.63
519.35,102.64,52.15
731.14,913.77,105.15
197.84,39.22,578.64
993.01,944.58,667.85
661.96,155.54,979.59
644.82,963.41,618.88
941.98,746.69,113.74
703.92,989.14,926.35
813.89,842.67,374.41
137.24,209.52,539.69
447.39,123.54,971.78
890.66,445.48,405.59
728.61,208.5,811.46
864.42,798.16,888.42
731.72,533.75,804.06
620.97,624.88,843.31
686.04,776.59,195.29
518.61,87.97,456.57
167.51,864.62,639.5
975.3,219.45,552.78
188.13,999.88,139.44
115.85,562.11,587.71
420.06,173.78,171.77
243.5,421.4,107.75
697.22,578.1,612.1
39.58,357.12,402.12
631.41,525.41,452.73
85.91,573.79,585.91
855.41,537.7,110.12
385.25,680.86,745.53
982.63,841.73,952.15
849.27,743.44,716.53
263.36,173.52,141.99
556.13,286.95,798.6
960.99,976.28,436.5
898.54,111.18,246.32
528.81,523.69,411.12
69.79,687.5,14.9
780.65,571.64,72.74
608.45,861.38,172.73
507.59,15.56,298.27
219.34,620.05,46.78
104.52,426.51,233.39
706.04,349.74,820.77
550.42,700.12,377.98
28.71,435.4,808.88
435.17,665.92,35.75
312.44,487.74,627.43
850.49,867.99,320.2
829.19,469.13,205.07
975.87,58.22,54.25
408.04,386.54,489.41
61.59,511.99,219.37
480.05,615.38,548.07
495.71,628.82,468.01
503.85,642.45,731.07
696.92,564.71,557.98
33.05,107.11,252.88
266.48,183.13,531.51
197.79,391.76,94.83
519.27,642.87,464.14
429.79,556.82,95.87
992.08,236.79,188.63
124.06,536.21,537.79
209.37,404.01,470.82
873.55,471.63,991.76
394.26,129.03,99.38
912.27,700.25,848.5
290.79,557.89,439.11
794.45,980.91,379.88
716.61,500.02,250.48
221.95,633.29,589.49
396.34,778.01,492.12
756.31,802.58,90.49
279.17,376.43,414.02
830.78,118.9,969.93
682.72,214.9,8.95
984.91,209.08,930.88
604.75,261.71,486.25
397.65,557.41,730.05
48.74,162.64,494.16
330.16,409.55,341.12
217.35,16.49,979.15
84.69,290.54,332.21
10.93,3.32,894.51
940.38,537.99,789.42
242.62,752.76,352.18
358.73,728.82,236.35
503.07,390.59,175.21
561.26,966.08,739.97
731.56,675.35,140.38
634.44,717.83,820.12
610.1,100.89,589.34
189.06,884.86,440.58
218.79,324.12,444.21
440.85,119.83,215.88
254.89,945.65,616.99
663.52,509.23,993.67
275.09,467.74,107.79
894.06,539.07,626.22
63.3,201.1,46.98
946.65,511.58,320.52
158.84,632.23,994.4
144.69,792.07,602.96
955.64,983.81,492.99
469.12,158.89,8.33
872.93,701.33,495.26
497.89,769.64,855.4
855.16,86.2,47.42
866.66,791.21,65.09
947.85,570.47,664.95
444.89,573.51,207.84
359.14,220.15,764.35
819.72,545.5,432.26
315.52,234.01,517.09
352.9,226.26,122.55
21.03,98.65,271.99
243.45,939.66,594.28
502.85,964.81,171.43
888.32,555.63,813.59
557.56,569.09,733.89
985.11,26.47,375.58
950.25,421.91,322.74
932.45,605.77,516.67
418.43,516.54,567.0
440.58,465.93,796.98
545.03,124.41,179.96
47.83,0.64,232.33
966.91,999.13,640.24
628.72,877.35,362.69
92.77,437.93,871.82
810.76,144.15,5.24
126.38,102.31,319.56
365.53,13.68,898.27
428.16,868.35,118.8
892.02,270.57,932.77
924.83,945.91,203.93
690.25,177.08,359.96
757.52,63.58,618.93
271.15,533.34,330.06
379.57,243.2,173.4
335.25,695.02,553.12
746.81,355.98,324.82
658.39,653.8,428.42
865.81,469.95,723.7
792.51,249.87,118.02
995.89,819.19,925.17
984.99,221.22,449.39
112.13,744.65,573.32
780.98,901.72,63.94
688.2,158.6,351.38
645.58,637.15,224.44
550.31,49.16,361.64
154.04,908.45,927.84
857.8,957.94,420.9
223.06,569.25,89.63
509.73,491.32,167.14
483.53,137.79,823.81
570.93,792.2,358.28
159.97,360.4,195.5
507.35,596.74,782.2
838.86,606.17,443.41
796.45,93.65,613.96
301.59,263.85,60.47
103.99,845.43,672.88
508.76,580.94,964.64
280.76,611.31,286.52
378.58,655.33,395.56
258.77,350.16,876.86
755.7,821.76,206.6
2.63,218.09,814.42
203.97,276.3,579.25
430.76,219.73,993.56
641.24,211.02,604.79
716.97,199.99,472.08
180.0,343.23,857.94
836.98,970.43,908.67
75.86,793.12,242.19
392.39,607.08,745.77
250.11,962.08,993.14
867.49,86.31,768.36
884.83,246.47,416.97
217.13,943.59,422.37
230.63,129.15,463.12
868.44,739.94,496.19
809.46,531.4,686.91
497.69,151.75,832.64
39.68,157.66,822.32
222.71,277.8,49.41
843.53,7.37,221.85
183.34,103.5,949.34
194.59,483.52,249.7
772.93,82.72,135.0
651.8,384.88,750.04
851.49,252.18,425.49
363.4,310.72,523.55
782.7,334.2,597.44
529.27,26.54,422.99
357.77,383.96,491.67
867.04,909.63,842.31
526.99,758.88,500.9
869.12,466.95,407.45
408.34,564.87,557.35
159.99,400.63,689.06
972.77,312.96,894.56
212.8,373.03,990.69
973.19,285.04,865.86
734.09,391.23,193.65
438.49,895.19,252.44
346.75,202.11,196.67
679.71,265.1,425.63
48.58,274.51,508.05
725.77,607.7,648.67
812.21,216.19,949.08
515.47,253.59,90.68
778.9,824.78,763.24
915.61,661.81,456.16
620.12,690.48,440.08
358.52,473.17,303.48
209.63,435.47,213.59
192.4,325.08,991.44
442.08,443.28,578.88
324.69,800.15,534.86
26.3,366.58,719.79
620.76,699.48,619.53
699.15,661.04,330.82
216.94,908.27,27.12
640.24,168.29,810.46
170.15,950.01,388.72
264.13,366.45,872.17
541.31,80.79,507.6
331.64,679.78,738.14
454.48,442.38,22.27
891.19,408.72,601.76
44.02,116.74,60.32
358.93,498.43,95.14
296.04,546.83,169.29
182.44,896.79,629.13
250.9,519.57,373.35
211.19,173.45,28.33
161.12,97.58,933.66
610.42,508.67,520.08
146.28,880.84,992.8
987.69,158.7,163.13
587.68,312.57,294.96
641.74,100.89,313.64
532.76,382.15,313.39
743.17,225.66,314.88
689.71,208.71,435.69
503.61,417.95,522.47
620.37,403.27,483.97
164.7,980.6,265.15
972.04,665.58,413.98
978.99,679.84,921.72
599.5,268.05,44.84
813.45,949.18,264.78
383.67,784.19,332.72
837.29,889.64,955.24
345.03,668.97,714.53
701.52,15.61,220.47
521.84,420.68,116.77
336.86,135.46,40.0
226.82,763.13,514.1
281.44,482.57,13.75
399.89,394.41,470.9
369.05,729.55,495.16
323.57,569.5,187.55
545.72,818.21,115.82
463.64,745.79,197.45
65.93,693.37,974.71
368.84,283.45,676.41
721.68,738.57,455.84
763.57,985.46,19.02
894.3,421.75,692.3
354.14,534.47,74.07
746.77,813.12,337.64
315.66,835.96,532.12
193.28,914.42,744.46
905.56,925.87,370.65
846.76,711.59,846.18
181.26,752.74,753.39
349.98,743.11,69.77
985.93,33.15,303.44
328.76,305.61,42.7
193.16,16.4,893.22
602.3,808.08,743.35
375.43,187.17,872.86
571.82,591.1,517.4
659.39,829.49,551.92
712.11,814.36,671.64
640.31,565.53,954.78
411.87,981.2,66.82
584.42,60.78,665.82
993.46,90.51,41.75
27.28,801.09,169.78
310.66,738.53,309.48
805.52,502.93,895.04
130.99,378.08,513.76
211.4,18.17,766.84
180.73,2.31,872.56
671.47,329.29,853.5
627.84,165.49,238.51
133.11,629.58,278.65
816.99,132.6,187.89
722.01,39.47,958.6
252.38,559.98,198.82
196.24,7.27,655.66
182.65,624.04,332.4
577.29,481.49,265.06
905.24,134.09,24.92
413.97,832.94,797.76
189.5,270.19,733.24
475.28,424.95,776.66
113.09,838.42,167.01
610.04,682.86,280.3
294.15,585.47,72.32
726.36,0.27,180.7
999.06,649.65,942.08
804.42,987.29,49.44
259.04,962.59,204.51
710.79,165.58,970.02
856.9,132.13,614.3
210.03,265.4,811.66
411.87,783.26,266.01
94.0,794.52,921.08
49.98,904.97,861.2
629.93,243.42,577.69
504.25,32.48,978.38
731.56,146.45,371.6
991.25,396.32,150.67
800.78,5.13,115.61
480.67,957.18,266.64
539.71,116.6,435.49
252.94,179.49,325.32
874.03,985.49,855.15
793.57,68.78,250.5
677.85,969.05,941.42
185.28,491.2,240.48
313.65,47.96,953.05
77.67,311.4,106.93
78.59,156.39,777.98
123.62,414.82,910.54
536.11,873.81,739.44
202.58,540.51,782.62
362.63,89.62,206.36
912.15,946.55,898.76
91.49,328.61,550.38
350.34,955.84,386.39
830.65,94.54,303.46
810.22,439.26,993.58
242.19,129.16,679.46
409.76,185.2,919.42
298.03,865.3,733.49
485.93,934.41,203.62
876.32,516.25,324.79
